user_id,cluster_id
564,-1
565,-1
566,46
567,-1
568,46
569,46
570,-1
571,-1
572,-1
573,3
574,17
575,46
576,-1
577,-1
578,46
579,-1
580,-1
581,46
582,46
583,-1
584,46
585,46
586,46
587,-1
588,46
589,46
590,46
591,46
592,46
593,-1
594,-1
595,30
596,-1
597,-1
598,46
599,46
600,33
601,-1
602,46
603,-1
604,-1
605,46
606,46
607,46
608,46
609,-1
610,29
611,46
612,-1
613,46
614,46
615,-1
616,-1
617,46
618,-1
619,-1
620,-1
621,46
622,-1
623,40
624,46
625,46
626,-1
627,46
628,46
629,46
630,-1
631,46
632,-1
633,46
634,46
635,-1
636,-1
637,-1
638,-1
639,-1
640,41
641,46
642,-1
643,46
644,-1
645,46
646,0
647,-1
648,-1
649,46
650,46
651,46
652,46
653,46
654,-1
655,-1
656,-1
657,-1
658,-1
659,46
660,46
661,-1
662,46
663,-1
664,46
665,-1
666,20
667,46
668,46
669,-1
670,-1
671,46
672,46
673,-1
674,46
675,46
676,46
677,46
678,46
679,-1
680,-1
681,-1
682,-1
683,-1
684,-1
685,46
686,46
687,-1
688,46
689,-1
690,-1
691,-1
692,-1
693,-1
694,46
695,46
696,-1
697,-1
698,24
699,-1
700,46
701,-1
702,-1
703,46
704,46
705,46
706,-1
707,46
708,-1
709,46
710,-1
711,-1
712,46
713,-1
714,46
715,-1
716,-1
717,46
718,46
719,46
720,-1
721,46
722,-1
723,46
724,46
725,-1
726,46
727,46
728,46
729,-1
730,46
731,46
732,-1
733,-1
734,46
735,46
736,46
737,-1
738,45
739,46
740,-1
741,-1
742,46
743,-1
744,-1
745,46
746,-1
747,-1
748,46
749,46
750,-1
751,-1
752,46
753,-1
754,-1
755,46
756,-1
757,-1
758,46
759,3
760,46
761,-1
762,46
763,46
764,-1
765,-1
766,-1
767,-1
768,46
769,-1
770,-1
771,46
772,46
773,46
774,-1
775,-1
776,46
777,-1
778,-1
779,-1
780,-1
781,21
782,-1
783,-1
784,46
785,46
786,-1
787,46
788,5
789,-1
790,46
791,-1
792,-1
793,0
794,46
795,20
796,-1
797,46
798,-1
799,46
800,46
801,46
802,-1
803,32
804,46
805,-1
806,46
807,-1
808,-1
809,-1
810,46
811,46
812,11
813,-1
814,46
815,-1
816,-1
817,-1
818,-1
819,46
820,-1
821,-1
822,-1
823,-1
824,10
825,46
826,46
827,46
828,46
829,-1
830,-1
831,-1
832,46
833,3
834,46
835,-1
836,-1
837,46
838,-1
839,46
840,46
841,46
842,-1
843,46
844,-1
845,-1
846,46
847,46
848,-1
849,-1
850,46
851,-1
852,46
853,-1
854,-1
855,46
856,-1
857,46
858,-1
859,-1
860,-1
861,46
862,6
863,46
864,-1
865,-1
866,39
867,-1
868,-1
869,46
870,46
871,46
872,-1
873,46
874,-1
875,46
876,-1
877,46
878,-1
879,-1
880,-1
881,46
882,-1
883,-1
884,46
885,43
886,23
887,-1
888,46
889,-1
890,-1
891,-1
892,-1
893,46
894,-1
895,-1
896,-1
897,-1
898,-1
899,46
900,-1
901,46
902,46
903,-1
904,-1
905,-1
906,-1
907,46
908,-1
909,-1
910,46
911,46
912,46
913,46
914,46
915,-1
916,-1
917,-1
918,-1
919,46
920,17
921,-1
922,46
923,-1
924,-1
925,46
926,46
927,-1
928,-1
929,-1
930,46
931,46
932,-1
933,-1
934,-1
935,-1
936,46
937,46
938,-1
939,46
940,46
941,-1
942,-1
943,-1
944,46
945,-1
946,46
947,46
948,46
949,46
950,46
951,46
952,46
953,-1
954,-1
955,-1
956,14
957,46
958,-1
959,46
960,46
961,46
962,46
963,46
964,-1
965,40
966,-1
967,-1
968,3
969,46
970,-1
971,-1
972,46
973,46
974,46
975,46
976,-1
977,-1
978,46
979,-1
980,46
981,-1
982,-1
983,-1
984,-1
985,-1
986,46
987,46
988,46
989,46
990,46
991,46
992,31
993,3
994,-1
995,46
996,46
997,46
998,-1
999,12
1000,46
1001,46
1002,-1
1003,-1
1004,-1
1005,-1
1006,46
1007,-1
1008,-1
1009,46
1010,19
1011,46
1012,27
1013,-1
1014,46
1015,46
1016,46
1017,-1
1018,46
1019,-1
1020,46
1021,-1
1022,-1
1023,-1
1024,46
1025,-1
1026,46
1027,46
1028,-1
1029,46
1030,17
1031,-1
1032,46
1033,46
1034,-1
1035,46
1036,-1
1037,-1
1038,-1
1039,-1
1040,46
1041,-1
1042,46
1043,46
1044,46
1045,-1
1046,-1
1047,-1
1048,46
1049,46
1050,46
1051,46
1052,46
1053,46
1054,46
1055,-1
1056,-1
1057,-1
1058,9
1059,-1
1060,-1
1061,-1
1062,46
1063,46
1064,-1
1065,-1
1066,-1
1067,-1
1068,-1
1069,46
1070,-1
1071,5
1072,-1
1073,-1
1074,-1
1075,27
1076,46
1077,46
1078,46
1079,-1
1080,24
1081,46
1082,46
1083,46
1084,-1
1085,46
1086,-1
1087,46
1088,-1
1089,-1
1090,46
1091,46
1092,19
1093,46
1094,-1
1095,46
1096,46
1097,46
1098,-1
1099,46
1100,-1
1101,10
1102,46
1103,-1
1104,46
1105,-1
1106,46
1107,-1
1108,-1
1109,46
1110,27
1111,-1
1112,28
1113,18
1114,46
1115,46
1116,-1
1117,-1
1118,47
1119,46
1120,46
1121,-1
1122,46
1123,46
1124,-1
1125,37
1126,4
1127,46
1128,46
1129,46
1130,-1
1131,46
1132,-1
1133,46
1134,-1
1135,46
1136,46
1137,46
1138,25
1139,46
1140,-1
1141,46
1142,-1
1143,46
1144,-1
1145,46
1146,46
1147,-1
1148,46
1149,-1
1150,46
1151,46
1152,46
1153,-1
1154,14
1155,-1
1156,46
1157,46
1158,46
1159,46
1160,40
1161,-1
1162,46
1163,46
1164,-1
1165,10
1166,46
1167,-1
1168,46
1169,-1
1170,43
1171,46
1172,46
1173,46
1174,46
1175,46
1176,46
1177,46
1178,-1
1179,-1
1180,46
1181,46
1182,-1
1183,46
1184,-1
1185,-1
1186,-1
1187,46
1188,-1
1189,46
1190,-1
1191,26
1192,-1
1193,-1
1194,46
1195,46
1196,-1
1197,-1
1198,46
1199,-1
1200,46
1201,-1
1202,-1
1203,47
1204,-1
1205,15
1206,46
1207,46
1208,-1
1209,-1
1210,-1
1211,-1
1212,46
1213,-1
1214,46
1215,46
1216,-1
1217,-1
1218,-1
1219,-1
1220,0
1221,46
1222,-1
1223,-1
1224,-1
1225,-1
1226,-1
1227,46
1228,46
1229,46
1230,-1
1231,46
1232,46
1233,-1
1234,46
1235,-1
1236,46
1237,-1
1238,46
1239,37
1240,-1
1241,46
1242,43
1243,46
1244,-1
1245,-1
1246,-1
1247,-1
1248,-1
1249,46
1250,46
1251,46
1252,28
1253,-1
1254,46
1255,-1
1256,46
1257,-1
1258,-1
1259,46
1260,46
1261,46
1262,-1
1263,-1
1264,-1
1265,-1
1266,46
1267,46
1268,4
1269,-1
1270,13
1271,-1
1272,46
1273,46
1274,-1
1275,-1
1276,-1
1277,-1
1278,46
1279,46
1280,46
1281,27
1282,46
1283,47
1284,46
1285,46
1286,46
1287,-1
1288,46
1289,46
1290,-1
1291,46
1292,-1
1293,-1
1294,46
1295,46
1296,43
1297,35
1298,-1
1299,46
1300,46
1301,-1
1302,46
1303,-1
1304,46
1305,46
1306,-1
1307,-1
1308,46
1309,-1
1310,46
1311,40
1312,46
1313,46
1314,46
1315,-1
1316,46
1317,-1
1318,-1
1319,-1
1320,-1
1321,46
1322,46
1323,46
1324,46
1325,-1
1326,-1
1327,-1
1328,-1
1329,46
1330,46
1331,46
1332,-1
1333,-1
1334,46
1335,46
1336,46
1337,46
1338,46
1339,-1
1340,-1
1341,46
1342,-1
1343,-1
1344,-1
1345,46
1346,-1
1347,46
1348,-1
1349,-1
1350,46
1351,-1
1352,46
1353,17
1354,46
1355,46
1356,46
1357,46
1358,-1
1359,46
1360,-1
1361,46
1362,46
1363,46
1364,46
1365,46
1366,46
1367,46
1368,46
1369,46
1370,46
1371,-1
1372,46
1373,-1
1374,-1
1375,-1
1376,46
1377,-1
1378,-1
1379,46
1380,46
1381,-1
1382,-1
1383,-1
1384,46
1385,46
1386,-1
1387,-1
1388,46
1389,17
1390,46
1391,-1
1392,45
1393,46
1394,46
1395,46
1396,46
1397,46
1398,-1
1399,46
1400,-1
1401,46
1402,-1
1403,-1
1404,46
1405,46
1406,-1
1407,-1
1408,46
1409,29
1410,21
1411,46
1412,-1
1413,46
1414,9
1415,46
1416,11
1417,-1
1418,-1
1419,46
1420,-1
1421,-1
1422,46
1423,-1
1424,-1
1425,46
1426,46
1427,-1
1428,46
1429,46
1430,46
1431,-1
1432,-1
1433,46
1434,-1
1435,-1
1436,46
1437,46
1438,46
1439,46
1440,46
1441,46
1442,46
1443,46
1444,-1
1445,46
1446,46
1447,-1
1448,-1
1449,-1
1450,46
1451,-1
1452,-1
1453,46
1454,46
1455,46
1456,-1
1457,46
1458,-1
1459,-1
1460,46
1461,46
1462,46
1463,46
1464,46
1465,-1
1466,-1
1467,-1
1468,46
1469,46
1470,46
1471,-1
1472,46
1473,46
1474,46
1475,31
1476,46
1477,-1
1478,-1
1479,46
1480,46
1481,46
1482,46
1483,46
1484,46
1485,-1
1486,46
1487,-1
1488,-1
1489,46
1490,46
1491,-1
1492,-1
1493,-1
1494,46
1495,46
1496,27
1497,-1
1498,-1
1499,46
1500,46
1501,46
1502,46
1503,-1
1504,8
1505,46
1506,-1
1507,-1
1508,46
1509,46
1510,46
1511,-1
1512,-1
1513,-1
1514,-1
1515,46
1516,46
1517,-1
1518,46
1519,-1
1520,46
1521,4
1522,-1
1523,-1
1524,-1
1525,46
1526,38
1527,46
1528,46
1529,-1
1530,-1
1531,-1
1532,46
1533,-1
1534,46
1535,46
1536,-1
1537,-1
1538,46
1539,46
1540,46
1541,-1
1542,46
1543,-1
1544,46
1545,-1
1546,-1
1547,46
1548,40
1549,46
1550,46
1551,46
1552,46
1553,-1
1554,46
1555,-1
1556,46
1557,46
1558,46
1559,-1
1560,-1
1561,46
1562,46
1563,46
1564,-1
1565,46
1566,46
1567,-1
1568,-1
1569,46
1570,-1
1571,-1
1572,-1
1573,-1
1574,46
1575,-1
1576,-1
1577,46
1578,46
1579,46
1580,20
1581,46
1582,46
1583,46
1584,-1
1585,-1
1586,-1
1587,-1
1588,46
1589,-1
1590,-1
1591,12
1592,-1
1593,46
1594,-1
1595,46
1596,46
1597,46
1598,-1
1599,46
1600,46
1601,-1
1602,-1
1603,-1
1604,17
1605,-1
1606,45
1607,-1
1608,-1
1609,-1
1610,-1
1611,36
1612,36
1613,46
1614,46
1615,25
1616,-1
1617,-1
1618,1
1619,46
1620,34
1621,46
1622,-1
1623,-1
1624,-1
1625,-1
1626,46
1627,-1
1628,40
1629,46
1630,-1
1631,-1
1632,44
1633,46
1634,46
1635,-1
1636,-1
1637,-1
1638,46
1639,-1
1640,46
1641,46
1642,6
1643,-1
1644,-1
1645,-1
1646,-1
1647,-1
1648,8
1649,46
1650,46
1651,46
1652,3
1653,-1
1654,46
1655,46
1656,-1
1657,46
1658,-1
1659,-1
1660,46
1661,46
1662,1
1663,26
1664,15
1665,-1
1666,15
1667,-1
1668,46
1669,-1
1670,46
1671,46
1672,-1
1673,-1
1674,46
1675,46
1676,-1
1677,-1
1678,46
1679,46
1680,-1
1681,46
1682,46
1683,-1
1684,-1
1685,39
1686,-1
1687,46
1688,46
1689,3
1690,46
1691,-1
1692,46
1693,-1
1694,-1
1695,-1
1696,-1
1697,46
1698,16
1699,-1
1700,46
1701,-1
1702,-1
1703,46
1704,-1
1705,-1
1706,46
1707,-1
1708,-1
1709,-1
1710,46
1711,46
1712,46
1713,46
1714,-1
1715,-1
1716,-1
1717,46
1718,-1
1719,-1
1720,-1
1721,46
1722,-1
1723,-1
1724,-1
1725,-1
1726,46
1727,46
1728,5
1729,5
1730,-1
1731,-1
1732,46
1733,-1
1734,40
1735,-1
1736,46
1737,46
1738,46
1739,-1
1740,-1
1741,-1
1742,-1
1743,46
1744,46
1745,-1
1746,46
1747,46
1748,-1
1749,-1
1750,-1
1751,46
1752,38
1753,-1
1754,-1
1755,-1
1756,-1
1757,46
1758,46
1759,46
1760,-1
1761,46
1762,35
1763,23
1764,-1
1765,-1
1766,-1
1767,46
1768,-1
1769,46
1770,-1
1771,-1
1772,37
1773,46
1774,28
1775,11
1776,-1
1777,46
1778,46
1779,46
1780,-1
1781,-1
1782,-1
1783,46
1784,-1
1785,-1
1786,-1
1787,46
1788,46
1789,46
1790,-1
1791,46
1792,46
1793,-1
1794,-1
1795,40
1796,46
1797,-1
1798,-1
1799,-1
1800,46
1801,46
1802,46
1803,46
1804,46
1805,5
1806,-1
1807,27
1808,-1
1809,-1
1810,-1
1811,46
1812,46
1813,46
1814,46
1815,-1
1816,-1
1817,46
1818,-1
1819,-1
1820,-1
1821,-1
1822,46
1823,-1
1824,46
1825,-1
1826,46
1827,46
1828,46
1829,46
1830,-1
1831,-1
1832,46
1833,46
1834,-1
1835,46
1836,-1
1837,46
1838,-1
1839,46
1840,46
1841,46
1842,46
1843,-1
1844,46
1845,28
1846,46
1847,46
1848,-1
1849,46
1850,-1
1851,-1
1852,46
1853,46
1854,26
1855,-1
1856,46
1857,46
1858,46
1859,-1
1860,-1
1861,-1
1862,-1
1863,-1
1864,46
1865,-1
1866,46
1867,-1
1868,-1
1869,-1
1870,46
1871,46
1872,46
1873,-1
1874,14
1875,13
1876,2
1877,-1
1878,-1
1879,5
1880,-1
1881,-1
1882,-1
1883,46
1884,-1
1885,29
1886,46
1887,-1
1888,-1
1889,-1
1890,46
1891,-1
1892,46
1893,46
1894,-1
1895,-1
1896,-1
1897,-1
1898,46
1899,-1
1900,46
1901,-1
1902,12
1903,-1
1904,-1
1905,-1
1906,46
1907,46
1908,46
1909,-1
1910,-1
1911,-1
1912,46
1913,46
1914,-1
1915,46
1916,9
1917,46
1918,-1
1919,46
1920,46
1921,46
1922,-1
1923,46
1924,-1
1925,-1
1926,46
1927,-1
1928,46
1929,-1
1930,-1
1931,-1
1932,46
1933,19
1934,46
1935,-1
1936,-1
1937,46
1938,46
1939,-1
1940,-1
1941,-1
1942,-1
1943,-1
1944,46
1945,-1
1946,46
1947,-1
1948,46
1949,-1
1950,-1
1951,-1
1952,-1
1953,46
1954,46
1955,-1
1956,5
1957,-1
1958,-1
1959,-1
1960,-1
1961,46
1962,-1
1963,-1
1964,-1
1965,46
1966,46
1967,46
1968,46
1969,46
1970,46
1971,-1
1972,46
1973,46
1974,46
1975,-1
1976,46
1977,-1
1978,-1
1979,-1
1980,46
1981,45
1982,-1
1983,46
1984,46
1985,-1
1986,-1
1987,-1
1988,-1
1989,-1
1990,46
1991,4
1992,-1
1993,-1
1994,46
1995,-1
1996,46
1997,26
1998,46
1999,-1
2000,46
2001,-1
2002,-1
2003,-1
2004,46
2005,46
2006,-1
2007,46
2008,46
2009,-1
2010,-1
2011,-1
2012,46
2013,46
2014,46
2015,-1
2016,46
2017,-1
2018,-1
2019,17
2020,-1
2021,46
2022,-1
2023,46
2024,-1
2025,46
2026,-1
2027,46
2028,-1
2029,40
2030,-1
2031,46
2032,-1
2033,46
2034,46
2035,-1
2036,29
2037,46
2038,-1
2039,-1
2040,-1
2041,-1
2042,-1
2043,-1
2044,46
2045,-1
2046,46
2047,46
2048,-1
2049,-1
2050,46
2051,46
2052,-1
2053,-1
2054,46
2055,6
2056,46
2057,-1
2058,46
2059,-1
2060,-1
2061,46
2062,46
2063,46
2064,46
2065,43
2066,45
2067,-1
2068,46
2069,-1
2070,-1
2071,46
2072,-1
2073,-1
2074,-1
2075,-1
2076,-1
2077,-1
2078,-1
2079,-1
2080,46
2081,46
2082,46
2083,-1
2084,-1
2085,-1
2086,-1
2087,19
2088,19
2089,-1
2090,46
2091,46
2092,-1
2093,46
2094,46
2095,-1
2096,-1
2097,-1
2098,46
2099,46
2100,-1
2101,46
2102,46
2103,-1
2104,46
2105,-1
2106,46
2107,46
2108,-1
2109,46
2110,46
2111,46
2112,46
2113,46
2114,-1
2115,-1
2116,-1
2117,46
2118,46
2119,46
2120,46
2121,-1
2122,-1
2123,46
2124,46
2125,-1
2126,-1
2127,46
2128,-1
2129,-1
2130,-1
2131,-1
2132,46
2133,-1
2134,-1
2135,-1
2136,-1
2137,-1
2138,27
2139,16
2140,46
2141,46
2142,-1
2143,46
2144,-1
2145,46
2146,3
2147,-1
2148,-1
2149,-1
2150,46
2151,46
2152,-1
2153,-1
2154,-1
2155,-1
2156,46
2157,-1
2158,-1
2159,46
2160,-1
2161,46
2162,-1
2163,-1
2164,-1
2165,-1
2166,31
2167,46
2168,-1
2169,-1
2170,-1
2171,-1
2172,-1
2173,-1
2174,46
2175,-1
2176,46
2177,-1
2178,-1
2179,-1
2180,23
2181,-1
2182,-1
2183,46
2184,-1
2185,-1
2186,-1
2187,1
2188,46
2189,46
2190,46
2191,46
2192,-1
2193,46
2194,46
2195,-1
2196,-1
2197,-1
2198,46
2199,3
2200,-1
2201,46
2202,46
2203,-1
2204,-1
2205,-1
2206,-1
2207,-1
2208,-1
2209,-1
2210,46
2211,-1
2212,46
2213,-1
2214,-1
2215,-1
2216,-1
2217,44
2218,-1
2219,46
2220,46
2221,46
2222,-1
2223,-1
2224,46
2225,-1
2226,46
2227,-1
2228,-1
2229,46
2230,32
2231,-1
2232,46
2233,-1
2234,46
2235,-1
2236,9
2237,-1
2238,46
2239,-1
2240,41
2241,7
2242,46
2243,46
2244,46
2245,-1
2246,46
2247,46
2248,10
2249,46
2250,46
2251,46
2252,40
2253,-1
2254,-1
2255,46
2256,46
2257,-1
2258,-1
2259,-1
2260,-1
2261,46
2262,46
2263,-1
2264,-1
2265,46
2266,-1
2267,-1
2268,46
2269,46
2270,-1
2271,-1
2272,-1
2273,46
2274,46
2275,46
2276,3
2277,46
2278,46
2279,10
2280,-1
2281,-1
2282,-1
2283,-1
2284,46
2285,-1
2286,-1
2287,-1
2288,46
2289,46
2290,-1
2291,-1
2292,46
2293,46
2294,-1
2295,46
2296,46
2297,-1
2298,46
2299,-1
2300,46
2301,-1
2302,-1
2303,-1
2304,-1
2305,46
2306,15
2307,-1
2308,46
2309,-1
2310,27
2311,46
2312,-1
2313,46
2314,46
2315,46
2316,-1
2317,46
2318,-1
2319,-1
2320,-1
2321,46
2322,-1
2323,-1
2324,46
2325,46
2326,46
2327,46
2328,46
2329,46
2330,-1
2331,46
2332,-1
2333,-1
2334,46
2335,-1
2336,46
2337,-1
2338,46
2339,-1
2340,-1
2341,-1
2342,46
2343,46
2344,46
2345,46
2346,15
2347,46
2348,-1
2349,-1
2350,-1
2351,-1
2352,-1
2353,29
2354,-1
2355,-1
2356,-1
2357,43
2358,46
2359,6
2360,-1
2361,-1
2362,-1
2363,-1
2364,-1
2365,44
2366,46
2367,46
2368,46
2369,46
2370,46
2371,-1
2372,46
2373,-1
2374,-1
2375,46
2376,-1
2377,46
2378,-1
2379,46
2380,-1
2381,-1
2382,-1
2383,46
2384,-1
2385,-1
2386,-1
2387,46
2388,46
2389,46
2390,46
2391,-1
2392,-1
2393,-1
2394,-1
2395,46
2396,-1
2397,46
2398,46
2399,46
2400,46
2401,46
2402,-1
2403,-1
2404,46
2405,-1
2406,46
2407,46
2408,46
2409,46
2410,-1
2411,46
2412,-1
2413,46
2414,46
2415,46
2416,46
2417,23
2418,-1
2419,46
2420,-1
2421,-1
2422,-1
2423,-1
2424,-1
2425,46
2426,46
2427,46
2428,46
2429,46
2430,46
2431,-1
2432,46
2433,46
2434,-1
2435,-1
2436,6
2437,-1
2438,46
2439,-1
2440,46
2441,15
2442,-1
2443,-1
2444,-1
2445,-1
2446,-1
2447,-1
2448,46
2449,46
2450,46
2451,-1
2452,46
2453,-1
2454,46
2455,46
2456,-1
2457,46
2458,46
2459,46
2460,46
2461,0
2462,-1
2463,-1
2464,-1
2465,46
2466,46
2467,-1
2468,46
2469,46
2470,-1
2471,-1
2472,46
2473,-1
2474,46
2475,46
2476,46
2477,-1
2478,-1
2479,-1
2480,46
2481,46
2482,46
2483,46
2484,46
2485,-1
2486,-1
2487,46
2488,-1
2489,13
2490,-1
2491,-1
2492,46
2493,-1
2494,46
2495,-1
2496,46
2497,-1
2498,46
2499,46
2500,-1
2501,-1
2502,-1
2503,-1
2504,-1
2505,46
2506,-1
2507,-1
2508,-1
2509,46
2510,-1
2511,-1
2512,46
2513,21
2514,46
2515,46
2516,-1
2517,46
2518,46
2519,-1
2520,-1
2521,-1
2522,-1
2523,-1
2524,46
2525,-1
2526,-1
2527,46
2528,46
2529,-1
2530,46
2531,-1
2532,46
2533,46
2534,-1
2535,-1
2536,-1
2537,46
2538,46
2539,-1
2540,-1
2541,-1
2542,-1
2543,46
2544,46
2545,-1
2546,-1
2547,40
2548,-1
2549,-1
2550,46
2551,-1
2552,46
2553,46
2554,46
2555,-1
2556,-1
2557,26
2558,-1
2559,-1
2560,-1
2561,-1
2562,46
2563,-1
2564,46
2565,-1
2566,-1
2567,3
2568,-1
2569,46
2570,46
2571,-1
2572,-1
2573,46
2574,-1
2575,-1
2576,46
2577,46
2578,10
2579,-1
2580,22
2581,-1
2582,46
2583,46
2584,-1
2585,5
2586,46
2587,46
2588,-1
2589,46
2590,-1
2591,46
2592,46
2593,-1
2594,-1
2595,-1
2596,-1
2597,46
2598,-1
2599,32
2600,-1
2601,-1
2602,-1
2603,46
2604,46
2605,46
2606,46
2607,46
2608,-1
2609,46
2610,-1
2611,-1
2612,-1
2613,46
2614,-1
2615,-1
2616,46
2617,46
2618,46
2619,46
2620,-1
2621,46
2622,16
2623,46
2624,-1
2625,46
2626,-1
2627,46
2628,46
2629,45
2630,-1
2631,-1
2632,-1
2633,46
2634,46
2635,46
2636,46
2637,-1
2638,46
2639,46
2640,31
2641,-1
2642,46
2643,-1
2644,46
2645,46
2646,46
2647,-1
2648,-1
2649,32
2650,-1
2651,-1
2652,46
2653,46
2654,46
2655,-1
2656,-1
2657,-1
2658,46
2659,-1
2660,-1
2661,26
2662,-1
2663,-1
2664,46
2665,46
2666,-1
2667,46
2668,-1
2669,-1
2670,14
2671,-1
2672,46
2673,46
2674,46
2675,-1
2676,-1
2677,46
2678,46
2679,46
2680,-1
2681,-1
2682,-1
2683,-1
2684,46
2685,10
2686,-1
2687,-1
2688,46
2689,-1
2690,46
2691,46
2692,-1
2693,-1
2694,-1
2695,46
2696,46
2697,-1
2698,46
2699,46
2700,46
2701,46
2702,-1
2703,-1
2704,46
2705,-1
2706,-1
2707,46
2708,22
2709,-1
2710,46
2711,-1
2712,-1
2713,-1
2714,46
2715,27
2716,46
2717,-1
2718,46
2719,46
2720,46
2721,20
2722,46
2723,-1
2724,46
2725,46
2726,-1
2727,-1
2728,-1
2729,-1
2730,45
2731,-1
2732,-1
2733,46
2734,46
2735,-1
2736,46
2737,27
