user_id,menu_id
6203,6381
6203,817
6203,8278
6203,7255
55578,11457
55578,2267
55578,6451
55578,9268
55578,9501
82441,4392
55351,2194
55351,11218
55351,7487
55351,9632
55351,12309
97272,10882
97272,8352
97272,11302
77854,3606
77854,6372
77854,2265
77854,10055
40623,11342
40623,6724
98648,2164
37267,5218
37267,4888
37267,8344
37267,10379
53620,1542
49402,1050
49402,4213
49402,7684
49402,6264
88416,1514
88416,12015
88416,5822
88416,11089
36584,92
36584,2732
36584,12886
36584,3368
36584,12778
36584,10036
95420,10140
95420,3859
95420,4149
95420,12023
95420,1403
95420,7950
95420,2733
95420,4631
39483,5895
39483,8628
39483,7043
39483,6128
7133,4704
7133,2053
7133,12851
7133,10300
7133,9194
55483,7562
55483,10194
55483,3555
55483,11894
55483,2229
55483,3922
55483,2563
55483,10247
30884,2376
91815,4263
91815,9561
91815,6589
6053,11998
6053,7384
727,3268
727,3206
727,13214
727,7994
727,4144
94430,11320
94430,1058
27462,2968
27462,1445
27462,11036
27462,7051
27462,5452
27462,12250
91344,6560
91344,7675
91344,8816
91344,3463
91344,5300
91344,4198
91344,6952
91344,9797
91344,5578
91344,3772
62309,11199
62309,7674
62309,8510
62309,2467
45019,4912
45019,42
45019,4478
45019,2173
63645,11399
63645,8504
63645,7069
99428,11299
99428,4883
99428,4944
99428,9611
99428,635
99428,7003
80361,2640
80361,8835
80361,12876
96172,526
84865,10673
84865,6422
84865,7945
84865,4079
84865,10283
84865,3019
16060,9090
96059,1891
96059,1957
96059,2254
96059,13353
96059,2935
96059,3459
96059,10188
96059,7060
47885,7043
47885,11041
47885,12654
8228,4429
8228,8575
8228,10476
28549,5767
28549,145
28549,12041
28549,12023
28549,7141
33503,7961
33503,3760
33503,7288
33503,3860
33503,9244
33503,10132
33503,8791
33503,4903
71522,9665
71522,6299
71522,8643
71522,3013
976,4770
976,502
976,8037
976,2594
976,6218
976,3049
976,1365
60003,12646
60003,12419
60003,2373
60003,9258
2475,2253
95441,1902
95441,1593
95441,11096
95441,8619
95441,10045
95441,12016
95441,11652
82013,4081
82013,8148
82013,4911
82013,600
82013,9805
82013,13185
59186,5181
13087,11068
13087,1018
13087,12949
13087,13307
13087,7141
13087,6453
13087,3039
13087,486
13087,9433
13087,13038
86280,13405
86280,4070
89728,421
89728,5188
89728,11692
89728,6027
89728,3469
89728,2412
89728,6652
89728,7945
89728,11914
89728,12860
90020,11287
90020,12941
90020,3226
90020,7031
90020,1213
90020,2237
90020,12441
90020,858
90020,11251
38932,10351
38932,5527
38932,6592
38932,6233
38932,12666
38932,7636
38932,12959
38932,2941
97777,2457
97777,7852
97777,7321
97777,6360
97777,354
97777,7836
97777,6251
97777,6952
97777,478
97777,4595
94248,11707
94248,4764
94248,6456
94248,5654
94248,386
94248,12182
94248,5438
94248,1625
94248,12348
94248,1172
9750,2490
9750,17
9750,195
9750,1455
9750,7698
9750,2004
9750,10256
43678,9796
43678,1409
43678,2046
43678,3022
43678,7707
43678,11409
43678,3320
43678,4112
43678,4887
43678,7721
8576,8528
8576,4377
8576,2479
8576,13113
8576,5883
8576,7848
8576,7017
8576,11466
8576,7576
8180,12797
8180,392
8180,2063
8180,10408
8180,9263
8180,3856
8180,5954
8180,4609
86120,10009
86120,6522
86120,8807
86120,9034
86120,1087
86120,5714
62960,7036
62960,9219
62960,2082
62960,5486
62960,7441
62960,10894
62960,10538
62960,1425
62960,671
62960,11092
25853,5312
25853,7091
25853,3947
25853,13082
25853,5646
25853,3317
58238,2169
58238,9170
58238,6153
58238,3095
58238,5227
58238,4018
58238,6103
58238,10051
58238,5157
29017,11794
94788,8170
94788,4954
94788,5756
94788,320
94788,3697
94788,10131
94788,6705
94788,715
94788,9159
60763,9643
60763,4074
60763,8045
60763,613
60763,6889
5716,10209
5716,349
5716,9119
5716,1799
5716,11797
5716,9741
5716,3832
5716,3799
74644,7532
74644,3927
74644,5401
74644,6112
74644,11507
74644,5752
74644,8750
21503,12508
21503,3133
21503,5193
21503,13142
21503,5693
15461,12707
15461,611
15461,1879
80259,5707
80259,4727
80259,1864
80259,13020
80259,8121
80259,9784
80259,5163
80259,8390
80259,8087
80259,135
80167,4427
80167,8549
80167,9266
80167,9085
80167,4967
80167,9827
96144,3476
96144,1827
90660,7600
90660,10656
90660,1267
90660,4962
276,9642
276,3114
276,7552
276,6838
79971,788
79971,1830
79971,5399
44671,11435
44671,3469
95947,9692
95947,8497
95947,9540
95947,3715
95947,4031
95947,8354
95947,1357
32779,5196
16042,8629
16042,3635
16042,2713
16042,2298
16042,10361
16042,11099
16042,1979
81334,12636
81334,4183
64756,1978
64756,4848
64756,457
64756,1140
64756,7392
64756,3269
64756,5430
64756,6501
15334,7656
15334,3904
15334,12347
13107,651
13107,11595
56694,10894
56694,11867
56694,2064
56694,2902
56694,4059
56694,7140
56694,7773
56694,12402
56694,10766
56694,12340
68116,5448
68116,3685
43651,9970
43651,11551
43651,278
43651,12441
43651,8728
43651,920
43651,6253
43651,11103
43651,5035
43651,5480
7499,938
7499,2832
7499,10151
7499,5959
7499,4382
7499,10243
7499,11546
7499,12975
7499,7229
3489,66
3489,7874
3489,4936
3489,10337
3489,10479
3489,10231
3489,12387
41663,6258
14894,3016
14894,10607
48909,8777
48909,106
18579,12820
29192,3840
29192,13005
29192,3714
29192,128
29192,10731
29192,4639
49294,9285
49294,11926
49294,10348
49294,4355
49294,5445
49294,634
49294,1375
7538,7507
7538,7834
7538,524
7538,4087
7538,2215
7538,12376
7538,6882
7538,136
7538,11664
12254,12361
12254,6924
12254,4383
12254,8981
12254,10268
12254,10631
12254,11006
12254,5990
12254,9744
89756,4605
89756,11850
89756,7191
89756,10017
89756,12538
89756,1180
89756,4960
89756,10953
89756,4205
89756,4226
64551,3559
64551,12762
64551,10232
64551,4996
64551,1076
64551,4926
64551,3884
64551,12424
64551,4162
64551,12948
2703,8468
2703,5077
2703,5149
2703,386
2703,6414
2703,10324
2703,1186
71160,7373
71160,1946
71160,4307
71160,10136
71160,11914
71160,6933
71160,320
71160,8760
71160,11298
359,248
359,10996
359,5773
359,9583
359,11249
28670,12142
88855,12354
88855,3562
88855,1412
88855,4189
88855,8011
88855,8292
67434,5561
67434,9477
67434,879
67434,8651
67434,7454
70169,9812
70169,3151
70169,6896
70169,11040
70169,6552
70169,12146
70169,6329
8838,13143
8838,968
8838,2650
8838,3394
8838,12377
8838,10266
8838,7672
8838,3323
8838,5732
83242,6156
83242,6398
83242,5849
83242,2752
83242,7697
83242,130
83242,12262
83242,9418
83242,11246
10952,5497
10952,7036
10952,9647
51087,4266
51087,2773
51087,6119
47433,10779
47433,12872
47433,11142
47433,12612
47433,11139
1919,272
1919,3186
58375,7606
58375,8846
58375,741
58375,11672
25128,7963
25128,5368
25128,4172
25128,3321
25128,5127
25128,10585
25128,2812
25128,3714
29166,8168
29166,4385
29166,7871
29166,341
10775,5742
10775,2657
10775,11077
10775,10196
10775,10727
10775,1718
10775,4953
10775,12639
10775,968
10775,8268
82204,12400
82204,9680
82204,10562
82204,5600
3618,12841
30375,1569
30375,9020
79741,11855
92090,810
92090,8182
92090,7709
92090,3134
92090,11732
92090,6703
92090,9710
28604,8940
28604,10802
28604,10315
28604,2678
28604,13363
28604,7152
28604,7148
28604,3853
24202,991
22450,13172
323,6355
52633,12703
52633,5357
52633,8327
52633,3270
52633,5103
37471,3256
37471,7450
37471,1629
37471,6482
37471,6580
37471,4155
37471,3631
37471,8909
37471,3973
37471,3579
19769,12130
19769,7787
19769,12547
19769,10813
19769,11617
19769,5400
19769,10826
19769,12642
19769,6729
89188,10170
89188,2010
89188,2257
89188,12022
89188,73
67777,8471
67777,3633
67777,8199
67777,12434
67777,3794
33995,11661
33995,5659
33995,1017
33995,8182
7978,3248
7978,8410
7978,6300
13879,12234
23405,8111
23405,10365
23405,7179
23405,4905
23405,6022
23405,8091
23405,1900
23405,10373
23405,13117
23405,1156
28866,1442
28866,3107
28866,3493
28866,12375
28866,10379
28866,11902
28866,9758
28866,2886
28866,9894
28866,4717
65830,11188
65830,1687
65830,696
65830,203
65830,8451
65830,8812
65830,2397
65830,12871
16313,7846
16313,4861
16313,10459
16313,4608
16313,3189
16313,2902
27313,2043
27313,1837
27313,3730
27313,5779
27313,12173
27313,12637
27313,11706
27313,11076
27313,11319
27313,652
73083,4955
73083,11428
73083,12341
73083,565
62381,1432
62381,9806
62381,5772
62381,3666
91353,1485
91353,5890
91353,6968
91353,4214
91353,13023
91353,6105
24742,6106
24742,10553
24742,1593
24742,3584
24742,11817
24742,5233
24742,1235
24742,13094
24742,7577
86689,10529
86689,4759
86689,3507
86689,6784
86689,2141
86689,2234
86689,8691
86689,1726
70502,7196
70502,9747
67452,4796
67452,10734
67452,6421
67452,10494
67452,653
67452,11601
67452,3767
20257,6277
20257,8537
2872,3576
2872,13049
2872,619
98336,5139
98336,4390
98336,6056
98336,794
98336,5227
98336,8874
3752,11173
3752,704
3752,11927
3752,8677
3752,640
3752,8448
3752,13281
3752,5097
80846,13299
80846,1315
80846,11522
80846,4660
80846,11768
80846,4623
80846,12848
49290,8114
49290,2002
35201,10060
35201,2672
35201,3680
35201,7430
57195,4694
57195,10448
57195,5094
57195,8869
79738,4693
79738,1050
79738,11202
79738,7084
18764,12802
18764,4391
18764,10074
18764,12187
18764,7941
18764,12161
18764,10489
18764,12403
18764,60
26469,4568
26469,5557
26469,9425
26469,8185
26469,8957
7100,8575
46118,11942
46118,4206
46118,11797
46118,5441
46118,6927
46118,220
46118,651
46118,1138
46118,1373
46118,5202
16058,3292
16058,12968
16058,8128
16058,3753
20308,5632
20308,6147
20308,11226
20308,8677
20308,5166
20308,5583
31423,6025
31423,11494
31423,9936
31423,118
31423,1032
62177,10671
62177,3695
62177,1684
62177,9064
62177,106
62177,4417
62177,12623
62177,13310
22659,11911
22659,4545
22659,5290
22659,1278
22659,3940
22659,6200
22659,10448
22659,13231
4859,6774
4859,6911
4859,9296
4859,7777
4859,1827
4859,11662
4859,1949
4859,13279
4859,12540
59408,7719
59408,9063
59408,3830
59408,4093
38324,709
38324,7450
38324,11976
38324,9915
38324,8808
38324,1809
38324,3709
38324,1825
83596,12018
83596,2539
83596,1324
72,7080
72,4823
72,5870
72,13386
72,7998
72,2115
72,9683
72,8165
72,2055
72,3576
22928,6021
22928,8985
22928,4627
22928,4189
22928,12510
67531,12374
67531,9971
67531,5093
67531,160
67531,5720
67531,11529
67531,5050
84681,4338
84681,6463
25046,3873
25046,13219
25046,7683
25046,13058
25046,9263
25046,1432
25046,12652
25046,1787
25046,5014
25046,2766
91012,11624
91012,5242
91012,2522
91012,6142
91012,138
91012,7845
91012,2750
91012,4501
91012,10784
91012,3798
86524,6383
48939,3486
48939,892
48939,3297
48939,3368
48939,8744
48939,632
48939,6611
62477,1316
62477,4560
62477,124
62477,11645
62477,11346
62477,9823
62477,10171
62477,9510
42254,6728
42254,8255
42254,1639
42254,10669
42254,9964
42254,9532
42254,7958
42254,4059
42254,481
71713,9877
71713,3692
71713,3222
71713,11398
71713,2661
71713,4765
90468,1026
90468,3890
90468,5408
90468,9353
80723,4694
80723,6846
80723,1272
80723,62
80723,12111
80723,2565
80723,4833
80723,9360
80723,637
31455,12116
31455,616
31455,32
31455,1569
58768,1715
58768,4532
58768,12445
58768,3337
58768,11021
58768,10275
58768,4989
58768,12443
58768,7870
91419,12582
91419,11884
91419,13244
91419,5338
91419,11584
91419,4064
91419,11029
91419,5135
91419,11662
44484,7901
44484,3811
44484,7322
44484,13060
44484,4155
44484,10962
44484,874
37298,9360
37298,7035
37298,10636
37298,3187
37298,2952
12133,11906
12133,2243
12133,2390
12133,4378
96395,7902
96395,2096
96395,5570
96395,7830
96395,5465
96395,13117
96395,634
96395,10298
96395,5303
96395,6057
20846,5389
20846,5607
20846,11840
20846,2346
20846,6936
67230,3513
53855,9460
53855,10686
99393,853
99393,10845
99393,2727
99393,4050
63308,845
63308,5711
63308,8227
63308,12535
63308,4402
81222,18
81222,12188
81222,11659
81222,3263
81222,12175
81222,12284
81222,8230
81222,12796
81222,3884
41261,9729
41261,1635
41261,7766
41261,1148
41261,6528
41261,11064
41261,4785
74126,7961
74126,2422
74126,5470
74126,1040
74126,11350
6782,1331
6782,2559
6782,5041
6782,3590
93800,3979
93800,1795
93800,7910
47557,10301
47557,4526
47557,2233
47557,4460
47557,5664
42722,2528
42722,4901
42722,5680
42722,11993
42722,5123
42722,4851
7450,11659
7450,1197
7450,2317
7450,317
7450,11256
7450,11424
7450,292
7450,12599
7450,612
94361,7058
94361,9105
94361,9610
66079,7126
66079,2182
66079,8451
66079,12057
66079,2198
66079,3353
66079,8565
66079,837
66079,1549
66079,12819
63327,842
63327,11908
63327,9886
63327,8382
2870,3148
2870,3811
2870,230
2870,6247
2870,12291
2870,6869
2870,9709
47283,6845
47283,479
47283,3098
47283,1332
47283,6307
47283,4187
47283,8394
47283,1299
47283,6767
47283,4223
93813,9869
93813,6587
93813,12123
93813,2268
93813,58
93813,9430
50719,13105
50719,7670
50719,5009
50719,7262
50719,634
50719,9478
50719,9728
50719,3766
50719,4011
12611,1704
12611,2239
12611,68
12611,10562
12611,13048
12611,9154
12611,9233
12611,8272
89763,6843
89763,9962
89763,4745
19530,13302
19530,2172
19530,2106
19530,4603
19530,8104
14279,6640
14279,3279
14279,7008
14279,226
14279,3154
14279,4023
14279,12483
14279,8580
14279,5514
90470,9719
54397,12456
54397,9115
54397,6885
54397,9691
54397,12574
34425,12360
34425,9382
34425,113
34425,2
34425,9364
34425,8003
34425,2815
34425,10572
34425,3272
34425,8392
2649,3205
2649,5358
2649,10599
2649,12212
2649,6275
2649,7934
15821,208
15821,8262
42389,7245
33468,11193
33468,4284
33468,1255
33468,187
33468,5068
33468,7037
33468,9838
33468,5849
33227,7118
33227,4596
33227,7714
33227,7783
33227,13204
33227,7216
33227,2783
55085,11318
55085,4391
55085,3908
66851,10891
66851,2435
66851,3544
66851,8491
11761,2306
11761,2753
11761,6352
11761,2035
11761,12195
11761,9146
11761,9396
92735,10908
92735,5939
92735,6376
92735,6224
27423,5972
27423,2938
27423,2480
27423,4656
27423,7890
27423,2977
27423,12503
27423,12404
27423,13061
85314,10919
85314,5934
85314,9022
85314,4198
85314,3353
85314,5849
85314,12966
85314,5025
85314,9825
74654,5250
74654,7173
74654,9420
74654,9208
74654,11629
74654,3081
74654,10446
74654,3887
74654,4306
26815,3300
51880,9614
51880,10758
51880,8943
51880,1864
51880,7760
51880,6463
51880,3619
67421,8841
35259,9386
35259,7350
35259,6243
35259,5238
35259,12559
35259,5591
35259,4633
35259,146
35259,12304
35259,11245
30138,7508
30138,2974
30138,8225
52617,3576
52617,1740
52617,6483
78621,5535
78621,2219
78621,9145
78621,1587
78621,5431
78621,11686
66878,9347
50907,4286
50907,2873
50907,4170
50907,3616
50907,5256
50907,10437
50907,336
50907,4856
50907,8209
34387,2216
34387,12486
63291,11217
63291,6359
63291,10473
63291,13247
63291,6963
63291,5002
24433,5442
24433,3920
24433,8940
24433,10905
24433,734
70382,3290
70382,7057
70382,6413
70382,7055
99692,7343
99692,6352
99692,1945
99692,4524
99692,7884
99692,7015
32891,11688
32891,12703
32891,6603
32891,5976
32891,4846
32891,4454
32891,1719
32891,2597
32891,3216
64222,12385
1531,8473
1531,4679
1531,7299
1531,3711
1531,1592
1531,347
1531,11360
69679,4084
69679,11321
69679,12682
69679,6320
69679,9401
75490,1466
75490,6536
75490,7485
75490,12659
75490,12257
75490,10023
75490,11342
42847,12287
46618,4869
46618,12942
46618,321
46618,10112
46618,3605
46618,5287
46618,4498
13792,8250
13792,191
13792,460
13792,11369
25196,2486
12997,8905
12997,6390
60094,10928
60094,1338
60094,1841
60094,1363
60094,6165
60094,6306
5148,3370
5148,3739
5148,48
5148,78
5148,2502
74877,2179
74877,5348
74877,2389
74877,9052
74877,2600
74877,860
74877,3393
74877,8373
74877,9167
74877,4938
71363,6603
71363,1043
71363,6391
71363,10541
71363,12346
71363,268
71363,4935
10139,12567
10139,5373
38340,3955
38340,12894
38340,10175
38340,2524
38340,9314
38340,13045
38340,111
38340,11328
38340,7022
93451,9183
93451,7719
93451,2672
93451,10968
93451,11922
93451,11201
41002,9889
41002,6944
41002,12773
41002,8633
41002,8424
41002,3727
41002,1298
41002,8786
41002,13140
77373,8899
77373,7945
77373,5258
77373,9755
77373,13113
77373,1966
30465,3402
30465,5994
30465,1982
30465,8265
30465,6406
1681,1626
1681,1611
1681,918
1681,7763
1681,6139
55224,11853
55224,6359
55224,1923
55224,11312
90081,12818
90081,2476
90081,3323
90081,2895
90081,11103
90081,605
90081,6192
90081,4180
90081,12981
28980,156
28980,2851
28980,12372
28980,8832
28980,10685
28980,1158
28980,5829
45561,11760
3574,8928
3574,10752
5787,3676
5787,2484
5787,10531
5787,3147
5787,10553
5787,8809
5787,5778
5787,8863
5787,6799
98643,5780
98643,6738
97353,10417
97353,1048
97353,2274
97353,12440
97353,5234
97353,6700
97353,8194
97353,712
97353,6720
97353,324
72937,8485
96631,12384
96631,353
96631,3010
96631,6229
96631,9844
96631,3056
96631,11100
96631,11478
2424,9979
2424,3136
2424,4413
2424,10969
2424,6241
2424,6001
2424,4218
2424,7009
24837,9439
1392,7269
1392,9028
1392,8309
1392,4578
1392,8784
1392,11585
1392,12810
28616,3660
28616,1197
28616,895
28616,2207
28616,2813
28616,3945
28616,1685
69792,1877
69792,12485
69792,3961
69792,1550
69792,11144
69792,9511
69792,11913
69792,7229
91837,2011
91837,8586
91837,3792
91837,4295
91837,8274
91837,8297
91837,6885
91837,5002
9275,7462
9275,6912
9275,13351
9275,12955
9275,353
9275,3170
9275,3828
9275,5244
66860,11330
66860,12288
66860,11194
94968,5418
94968,2241
94968,9109
94968,5670
13735,8497
13735,12200
13735,3698
13735,1496
17307,6843
34500,2968
34500,8677
34500,11549
34500,6886
23338,4872
23338,3183
23338,8562
23338,7013
23338,11905
31042,6590
31042,6852
31042,12753
89905,4611
89905,9813
89905,10125
89905,2073
89905,12958
89905,11789
89905,1155
28672,12681
16029,8855
16029,4865
38573,2356
38573,10281
38573,908
38573,3767
38573,11340
38573,7862
38573,11831
38573,5356
38573,3182
10593,7761
48698,3209
13734,7245
13734,3216
13734,11460
13734,879
13734,905
13734,4148
13734,3731
13734,11337
13734,9080
50916,4033
50916,2809
50916,7198
50916,716
50916,4571
50916,3385
50916,9705
50916,803
50916,12238
50916,7215
38396,9709
38396,12249
38396,11460
38396,1440
38396,8015
38396,13408
38396,13235
40895,2090
40895,13281
40895,11115
40895,12892
40895,2158
40895,287
40895,1621
40895,4678
87768,6055
87768,120
87768,13148
87768,7746
87768,12631
87768,3248
53418,7811
53418,8531
53418,1238
10046,9615
10046,3230
10046,1922
10046,4079
10046,580
10046,11533
10046,4716
10046,10101
10046,9824
63666,3194
63666,11026
63666,6420
63666,3418
63666,9957
36099,2359
36099,12012
36099,5350
36099,2308
36099,2862
36099,1186
36099,11547
36099,4326
36099,13250
38128,4276
38128,695
38128,1827
38128,10808
38128,12600
38128,11360
38128,314
38128,2421
38128,8298
68092,5564
68092,11176
68092,4588
68092,5844
68092,1075
68092,4568
68092,10371
92955,6743
29851,12256
29851,6087
29851,2564
29851,3275
29851,1307
29851,4316
29851,8680
29851,9606
29851,1904
31243,9649
31243,9697
64366,8099
64366,3740
64366,7605
99158,13336
99158,9410
99158,6740
99158,11552
99158,6933
1578,1256
1578,9534
1578,11115
1578,9196
1578,8266
1578,7592
1578,8949
1578,7214
84112,10259
84112,1336
84112,8485
87243,5117
87243,3222
87243,3729
87243,10271
87243,1261
87243,3927
87243,6587
87243,3060
92408,12309
92408,12326
92408,1465
92408,8203
23015,10552
23015,6263
23015,3124
23015,1210
23015,13098
23015,2757
23015,3604
23015,6324
23015,9689
23015,3793
27807,4806
55566,3839
55566,1251
34963,12314
23332,9505
23332,2359
23332,9547
23332,6889
94518,799
94518,8176
94518,12810
94518,201
94518,10423
94518,1204
94518,1924
94518,12775
94518,6051
74121,4264
74121,11767
74121,12838
74121,8540
74121,10630
74121,9039
74121,662
54206,9580
36518,13218
36518,7897
36518,9056
36518,12786
36518,2277
36518,13092
36518,1758
21774,12926
90834,1650
90834,12000
90834,4838
90834,11757
90834,10050
90834,4021
21188,4793
21188,9417
21188,10094
21188,4181
21188,2089
21188,10014
10938,982
91540,3882
5534,9665
5534,7080
5534,54
5534,3169
5534,3203
19346,4644
7211,2488
7211,37
7211,12444
7211,4949
7211,3616
7211,5045
7211,7581
7211,7102
7211,903
23898,9366
23898,9475
23898,1624
23898,5280
23898,3757
90616,7688
90616,1481
90616,8758
90616,12966
90616,8957
90616,12369
90616,4517
90616,4213
90616,27
45699,1206
45699,10941
75936,6926
75936,448
75936,2970
75936,13067
75936,2801
75936,11808
75936,8227
75936,5002
80214,4825
80214,8700
80214,12430
80214,3736
80214,6405
80214,7021
34631,1170
34631,6976
34631,984
34631,2131
34631,4389
34631,1329
34631,9518
34631,8684
34631,2324
11428,1862
11428,10180
11428,485
11428,6146
11428,8205
11428,4700
11315,1641
11315,10215
46456,2018
46456,9851
46456,4805
46456,1703
46456,3489
46456,11237
46456,8288
46456,10996
2850,8668
89239,6933
89239,561
89239,12787
89239,5636
89239,6069
89239,4138
89239,5296
35555,4104
35555,10259
35555,12321
35555,5526
35555,10359
35555,6737
32342,13117
32342,3635
32342,1658
17568,5961
17568,5309
17568,154
17568,8417
17568,5310
17568,11440
89800,13166
89800,9707
89800,8305
89800,8846
89800,3257
89800,4681
89800,1365
89800,10902
89800,4822
70987,5740
